date,sample_de,pfba,pf_pe_a,pf_hx_a,pf_hp_a,pfoa,pfna,pfda,pf_un_da,pf_do_da,pf_tr_da,pf_te_da,pfbs,pf_pe_s,pf_hx_s,pf_hp_s,pfos,pfns,pfds,x4_2_fts,x6_2_fts,x8_2_fts,pfosa,n_me_fosaa,n_et_fosaa,hfpo_da2_gen_x_frd_903,adona,x9cl_pf3ons,x11cl_pf3o_ud_s,n_me_fosa,n_et_fosa,n_me_fose,n_et_fose
2023-03-22T00:00:00Z,Donau Budapest Nord,4.04,4.06,2.06,0.74,1.92,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,0.77,1e-4,0.62,1e-4,2.16,1e-4,1e-4,1e-4,1.13,1e-4,1e-4,1e-4,1e-4,0.87,6.41,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4
2023-03-21T00:00:00Z,Donau Budapest Süd,3.89,3.26,1.79,0.65,1.8,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,0.65,1e-4,0.47,1e-4,2.97,1e-4,1e-4,1e-4,1.27,1e-4,1e-4,1e-4,1e-4,0.79,7.14,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4
2023-03-22T00:00:00Z,Ipoly,2.98,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,0.75,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4
2023-05-04T00:00:00Z,Alz,26.21006437,58.25893282,19.85953022,4.769757473,45.43493677,0.961779072,1e-4,1e-4,1e-4,1e-4,1e-4,0.989389558,1e-4,1e-4,1e-4,0.80824759,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,18.04585231,300.9429383,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4
2023-04-15T00:00:00Z,Donau Budapest Nord,1.710201794,2.189934657,1.648264892,0.666883473,1.742401811,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,0.950276379,1e-4,0.358053747,1e-4,1.382232222,1e-4,1e-4,1e-4,0.549168808,1e-4,1e-4,1e-4,1e-4,0.658648976,5.128077116,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4
2023-04-19T00:00:00Z,Donau Budapest Nord,3.006654836,2.675355783,1.721350407,0.803271545,1.596363158,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1.186209208,1e-4,0.329498516,1e-4,1.710747972,1e-4,1e-4,1e-4,0.697102121,1e-4,1e-4,1e-4,1e-4,0.976267498,4.887042105,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4
2023-04-21T00:00:00Z,Donau Budapest Nord,3.609366131,3.01983231,2.236837766,0.917955322,1.928376936,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1.381909357,1e-4,0.320628507,1e-4,1.015019665,1e-4,1e-4,1e-4,0.612722184,1e-4,1e-4,1e-4,1e-4,0.803481845,4.186665921,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4
2023-04-28T00:00:00Z,Donau Budapest Nord,2.779761905,2.548020896,2.090093801,0.998232296,2.448163659,2.858475086,1e-4,1e-4,1e-4,1e-4,1e-4,1.328529726,1e-4,0.38549346,1e-4,2.412922811,1e-4,1e-4,1e-4,0.476689466,1e-4,1e-4,0.884152959,0.9363621,0.782029483,3.855370153,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4
2022-06-26T00:00:00Z,Donau Budapest Nord,2.67,3.05,1.23,0.72,1.29,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1.28,1e-4,0.32,1,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1.58,4.92,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4
2023-06-27T00:00:00Z,Donau Budapest Süd,2.69,2.57,1.3,0.72,1.39,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,0.26,1e-4,2.92,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1.26,4.85,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4
2023-07-11T00:00:00Z,Donau Budapest Nord,1.49534682,2.728433378,1.084100358,0.624387643,1.481173881,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,0.3,1e-4,0.89082,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,0.790549279,6.912408803,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4
2023-07-11T00:00:00Z,Donau Budapest Süd,1.463165876,1e-4,1e-4,0.764509238,1.41,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,0.43,1e-4,0.69,1e-4,5.180235265,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1.0900563110000001,0.237458411,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4
